id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
636,,Mind Over MGMT,WW Display,40000,0,,https://youtu.be/-n-0pm_Fzg4?si=Emxbd5Y8KH61v_F1,6/4/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1DkDFkLvpXvRkg46t7Jr2JIy5oehJuGtdGIfivR906lc/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
637,,Mind Over MGMT,US Website Ads,10000,0,,https://youtu.be/-n-0pm_Fzg4?si=Emxbd5Y8KH61v_F1,6/4/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1DkDFkLvpXvRkg46t7Jr2JIy5oehJuGtdGIfivR906lc/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
638,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=uGd5v1dfCM8,5/31/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1HuSUKu_Fq_t4bIFYCLTmDYO1p0aJ-jkJvD3hsbDuWvc/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
639,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=uGd5v1dfCM8,5/31/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HuSUKu_Fq_t4bIFYCLTmDYO1p0aJ-jkJvD3hsbDuWvc/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
640,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=ZGcjtpfytJE,5/31/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1j4-LRcqZnUphcaABCZpRrNrIfJid6NFhYMdJbEQdKCM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
641,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=ZGcjtpfytJE,5/31/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1j4-LRcqZnUphcaABCZpRrNrIfJid6NFhYMdJbEQdKCM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
642,,Atlantic Records (Adam),WW Display,80000,0,,https://www.youtube.com/watch?v=Iz36ogU_qKs,5/29/2024,Complete,,,,,Yes,$700,Paid,https://docs.google.com/spreadsheets/d/1HDGH3QOYE9QDGYG5V75YSSAN-83jO293iXvuwVXCx3I/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
643,,Atlantic Records (Adam),ASIA Website,30000,0,,https://www.youtube.com/watch?v=Iz36ogU_qKs,5/29/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1HDGH3QOYE9QDGYG5V75YSSAN-83jO293iXvuwVXCx3I/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
644,,Leona Naess,WW Display,25000,0,,https://www.youtube.com/watch?v=AyzxGSi4PnE&pp=ygULbGVvbmEgbmFlc3M%3D,5/29/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1gm6TlRfhlp6t8K6W4DAOOaY7phIXVOgml8sg6ApQF_U/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
645,,Jose Rojas,US Website Ads,100000,0,,https://youtu.be/ch_2IZkBK6g?si=5Bi92zU9nr4QqXPT,5/25/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/12fZLFzfsMHCl3oYKKPh-bJR2u3YHcZvoH5UJ5OdefYI/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
646,,Dim Mak,WW Display,40000,0,,https://www.youtube.com/watch?v=CcvtkzfDb5Y,5/25/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1POYtcRhO1kq4P1_jBKD3z7m4i0wG0rwAwU8v1vc8h1A/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
647,,Dim Mak,US Website Ads,15000,0,,https://www.youtube.com/watch?v=CcvtkzfDb5Y,5/25/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1POYtcRhO1kq4P1_jBKD3z7m4i0wG0rwAwU8v1vc8h1A/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
648,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=dsbuZ3vLIvE,5/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1uAdqOOmLMlaWIt9p5ZgHjf23KQikvbFh5dAdPcLCOyM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
649,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=dsbuZ3vLIvE,5/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1uAdqOOmLMlaWIt9p5ZgHjf23KQikvbFh5dAdPcLCOyM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
650,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=pBkR0vHlYWU,5/17/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1Xy0PxQeSHF_UTJtvN_hNO2IC9Ybkps04yVeUogJGUy4/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
651,,Dim Mak,WW Display,25000,0,,https://www.youtube.com/watch?v=pBkR0vHlYWU,5/17/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1Xy0PxQeSHF_UTJtvN_hNO2IC9Ybkps04yVeUogJGUy4/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
652,,AK2DAFACE,CUSTOM,33000,0,,TBD,5/16/2024,Cancelled,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1NsNJZQMnMbOcdByZ_tV01hqtOE5oENILZePT9p0TDnw/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
653,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=tX4wDi7oEbE,5/16/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1R8JTVtUHyegwjgpeKw-FhGJHSo6h_8pinURnPWk2yVM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
654,,Dim Mak,WW Display,40000,0,,https://www.youtube.com/watch?v=tX4wDi7oEbE,5/16/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1R8JTVtUHyegwjgpeKw-FhGJHSo6h_8pinURnPWk2yVM/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
655,,Shalizi Group,WW Display,40000,0,,https://www.youtube.com/watch?v=2pJ4GrVY5cw,5/14/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1O4fl6RY9QH-h17OuT3f8ByqLWxfzsTs3Pypmj722l_U/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
656,,Shalizi Group,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=2pJ4GrVY5cw,5/14/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1O4fl6RY9QH-h17OuT3f8ByqLWxfzsTs3Pypmj722l_U/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
657,,Atlantic Records (Adam),WW Display,120000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$800,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
658,,Atlantic Records (Adam),WW Website Ads,20000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
659,,Atlantic Records (Adam),US Website Ads,50000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
660,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$220,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
661,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
662,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
663,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
664,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
665,,Dim Mak,WW Display,22000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
666,,Planet Zuzy,CUSTOM,500,0,,https://www.youtube.com/watch?v=i-c_ocnEfCo&feature=youtu.be,4/26/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1FoZ9U-qN6MptmjhtpFb0Jc6jI3Enp-ZN3WCT0RQ2V9s/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
667,,Dim Mak,WW Display,22000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
668,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
669,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
670,,Phuture Collective,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=b3DypFHdjUc,4/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1i5vRFFrrunVolstcc5739u37BmMPzeyzptfKvqRK-Gs/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
671,,Phuture Collective,WW Display,10000,0,,https://www.youtube.com/watch?v=b3DypFHdjUc,4/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1i5vRFFrrunVolstcc5739u37BmMPzeyzptfKvqRK-Gs/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
672,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=IrSHIKlqRu4,4/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1vmXrpanH0aWjVs545iFjEfa7hMdI66H-nm4dnhk-ZI0/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
673,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
674,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
675,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
676,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1jzlaMnRDf2vWlP6KvG7kNxpvxrYmSly4r0mDF9N0-F4/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
677,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1Mur1GyGonzNj0pBryWMzDDmBNqOjOJD3KIMUDFRVEVU/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
678,,Dim Mak,WW Display,22000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Mur1GyGonzNj0pBryWMzDDmBNqOjOJD3KIMUDFRVEVU/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
679,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
680,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
681,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
682,,Dolo,WW Display,25000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
683,,Dolo,WW Website Ads,20000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
684,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
685,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
686,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
687,,Dim Mak,WW Display,22000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
688,,Neyvo,WW Display,10000,0,,https://www.youtube.com/watch?v=y3i4fDIU_rg,4/19/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
689,,Leona Naess,EUR Display,10000,0,,https://www.youtube.com/watch?v=AdAFGsJs2-A,4/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TzLs-YLZsb8airzaO2VrmERMB-TH-b2kys4gQgk7MHY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
690,,Leona Naess,WW Website Ads,25000,0,,https://www.youtube.com/watch?v=AdAFGsJs2-A,4/18/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1TzLs-YLZsb8airzaO2VrmERMB-TH-b2kys4gQgk7MHY/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
691,,Priime,WW Website Ads,25000,0,,https://youtu.be/O0OBVHnrhZM?si=TXYQnBIO-iftFtmq,4/10/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1SJpQK7jzEN-0mF5SnqEhaNanylTSuCRsN1tmSUuPif4/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
692,,Atlantic Records (Kyle),US Website Ads,100000,0,,https://youtu.be/HQdeG7-x9vY?feature=shared,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1BPO9_mSM7UXio78D9_tJPZAEZ2Q0LyuItv-2V8tncds/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
693,,Atlantic Records (Kyle),WW Skip,1000000,0,,https://youtu.be/HQdeG7-x9vY?feature=shared,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1BPO9_mSM7UXio78D9_tJPZAEZ2Q0LyuItv-2V8tncds/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
694,,Shalizi Group,WW Display,120000,0,,https://www.youtube.com/watch?v=agydh3gHzMQ,4/9/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1PttXW8aT8m0GEmUKKJYsK6D2u5bX2lsxPEI7FHLE054/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
695,,Shalizi Group,US Website Ads,40000,0,,https://www.youtube.com/watch?v=agydh3gHzMQ,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1PttXW8aT8m0GEmUKKJYsK6D2u5bX2lsxPEI7FHLE054/edit#gid=0,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
696,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
697,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
698,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
699,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
700,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,,2025-09-23T21:39:18.927326+00:00,2025-09-23T21:39:18.927326+00:00
701,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
702,,Dim Mak,WW Display,22000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
703,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
704,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
705,,Shalizi Group,WW Display,50000,0,,https://www.youtube.com/watch?v=Vmpa8khOPXs,4/3/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1KVDGb2uhQiBIjo6GDzlg8x1Nd3PIPxKI8pgSIk5oj30/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
706,,Shalizi Group,WW Display,50000,0,,https://www.youtube.com/watch?v=YLOlXLfcu_s,4/2/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1l7igTyz8BqRrMZr7hkWCTcnFR8sYAn4zKUbWzafB2qo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
707,,Shalizi Group,WW Website Ads,25000,0,,https://www.youtube.com/watch?v=YLOlXLfcu_s,4/2/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1l7igTyz8BqRrMZr7hkWCTcnFR8sYAn4zKUbWzafB2qo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
708,,Shalizi Group,WW Skip,1000000,0,,https://www.youtube.com/watch?v=YLOlXLfcu_s,4/2/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1l7igTyz8BqRrMZr7hkWCTcnFR8sYAn4zKUbWzafB2qo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
709,,Shalizi Group,CUSTOM,300,0,,https://www.youtube.com/watch?v=YLOlXLfcu_s,4/2/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1l7igTyz8BqRrMZr7hkWCTcnFR8sYAn4zKUbWzafB2qo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
