Campaign,Clients,Service Type,Goal,Remaining,Desired Daily,URL,Start Date,Status,Confirm Start Date?,Ask for Access,Ask Client for YT SS,Views Stalled?,Paid R?,Sale Price,Invoice,Comments,In Fixer?,Client Notes
JSTJR - Thief,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=cKC2AnGIadE,6/21/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1tM_mJQQElgaBsKvHHfz32F-glT02Q8S0PTcwalCjVrI/edit#gid=0,,
JSTJR - Thief,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=cKC2AnGIadE,6/21/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1tM_mJQQElgaBsKvHHfz32F-glT02Q8S0PTcwalCjVrI/edit#gid=0,,
Snavs - Nemesis,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=i3VoNoKBa08&feature=youtu.be,6/21/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/165m5Ow98BSHZ1OIeYppyUrRLBknCsfzoDRhKzi31Pww/edit,,
Snavs - Nemesis,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=i3VoNoKBa08&feature=youtu.be,6/21/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/165m5Ow98BSHZ1OIeYppyUrRLBknCsfzoDRhKzi31Pww/edit,,
Callie Reiff - Special ,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=ApEgILHkN4w,6/14/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1xpnq7_6glexUI2NREzpA-NzZdRxuPTR_JrNnG9eVY2U/edit#gid=0,,
Callie Reiff - Special ,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=ApEgILHkN4w,6/14/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1xpnq7_6glexUI2NREzpA-NzZdRxuPTR_JrNnG9eVY2U/edit#gid=0,,
"The Bloody Beetroots, Steve Aoki - Warp 1.9 (Westend & Cherry Tooth Remix)",Dim Mak,WW Display,75000,0,,https://youtu.be/p4RWSE_8HSs,6/14/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1uOadyCpoCaNDVptcMIUT7-wEPvjPvrvwdpH-BHh-Z8c/edit#gid=0,,
"The Bloody Beetroots, Steve Aoki - Warp 1.9 (Westend & Cherry Tooth Remix)",Dim Mak,US Website Ads,30000,0,,https://youtu.be/p4RWSE_8HSs,6/14/2024,Complete,,,,,Yes,$300,Paid,"The Bloody Beetroots, Steve Aoki - Warp 1.9 (Westend & Cherry Tooth Remix) Comments",,
Eat It Up (David Löhlein Remix),David Löhlein,WW Display,20000,0,,https://www.youtube.com/watch?v=1MP1t3rSUEM,6/12/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1X55nF4VWFEvAMB3QpxSP3DmgZR7_yBtHrRNcQ9yaVnE/edit#gid=0,,
"Marshmello, Sabrina Claudio - Don't Speak",Shalizi Group,US Skip,75000,0,,https://www.youtube.com/watch?v=4ZMKQ2vEzUY,6/11/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1TKp0PkgkuLIZKosHQ7R5aF4KLtuvlrkjffPAVxRKDfs/edit#gid=0,,
"Marshmello, Sabrina Claudio - Don't Speak",Shalizi Group,WW Display,75000,0,,https://www.youtube.com/watch?v=4ZMKQ2vEzUY,6/11/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1TKp0PkgkuLIZKosHQ7R5aF4KLtuvlrkjffPAVxRKDfs/edit#gid=0,,
"Marshmello, Sabrina Claudio - Don't Speak",Shalizi Group,US Website Ads,20000,0,,https://www.youtube.com/watch?v=4ZMKQ2vEzUY,6/11/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1TKp0PkgkuLIZKosHQ7R5aF4KLtuvlrkjffPAVxRKDfs/edit#gid=0,,
Dyro & Linney - Obsession,Dim Mak,WW Display,20000,0,,https://youtu.be/ufINqzLTMro,6/10/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1hjC9ct5tUaP-m-Std-H_Q4q2Bf0nAvy6ADFwYjrvaCw/edit#gid=0,,
Dyro & Linney - Obsession,Dim Mak,US Website Ads,10000,0,,https://youtu.be/ufINqzLTMro,6/10/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1hjC9ct5tUaP-m-Std-H_Q4q2Bf0nAvy6ADFwYjrvaCw/edit#gid=0,,
Noga Erez - PC People,Atlantic Records (Adam),WW Display,75000,0,,https://www.youtube.com/watch?v=K2630OFpX4c,6/10/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1pvJxsDMj5-2Ycxu_jxO5uTh5C22TXpnTvgGeZ_2LNFU/edit#gid=0,,
Noga Erez - PC People,Atlantic Records (Adam),CUSTOM,25000,0,,https://www.youtube.com/watch?v=K2630OFpX4c,6/10/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1pvJxsDMj5-2Ycxu_jxO5uTh5C22TXpnTvgGeZ_2LNFU/edit#gid=0,,
Riggi & Piros - Body to the Beat,Dim Mak,WW Display,20000,0,,https://youtu.be/MWCJwuXB2qg,6/10/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1s4wWMD3LvMwcghNZkBEfIAwo9QSRsTR0upsyBpikTDI/edit#gid=0,,
Riggi & Piros - Body to the Beat,Dim Mak,US Website Ads,10000,0,,https://youtu.be/MWCJwuXB2qg,6/10/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1s4wWMD3LvMwcghNZkBEfIAwo9QSRsTR0upsyBpikTDI/edit#gid=0,,
"G-Rex, Stuca - Runaway",Mind Over MGMT,WW Display,40000,0,,https://youtu.be/-n-0pm_Fzg4?si=Emxbd5Y8KH61v_F1,6/4/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1DkDFkLvpXvRkg46t7Jr2JIy5oehJuGtdGIfivR906lc/edit#gid=0,,
"G-Rex, Stuca - Runaway",Mind Over MGMT,US Website Ads,10000,0,,https://youtu.be/-n-0pm_Fzg4?si=Emxbd5Y8KH61v_F1,6/4/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1DkDFkLvpXvRkg46t7Jr2JIy5oehJuGtdGIfivR906lc/edit#gid=0,,
Cheyenne Giles & ALRT - BAD,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=uGd5v1dfCM8,5/31/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1HuSUKu_Fq_t4bIFYCLTmDYO1p0aJ-jkJvD3hsbDuWvc/edit#gid=0,,
Cheyenne Giles & ALRT - BAD,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=uGd5v1dfCM8,5/31/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HuSUKu_Fq_t4bIFYCLTmDYO1p0aJ-jkJvD3hsbDuWvc/edit#gid=0,,
Henry Fong - Pa Pa Pa,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=ZGcjtpfytJE,5/31/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1j4-LRcqZnUphcaABCZpRrNrIfJid6NFhYMdJbEQdKCM/edit#gid=0,,
Henry Fong - Pa Pa Pa,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=ZGcjtpfytJE,5/31/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1j4-LRcqZnUphcaABCZpRrNrIfJid6NFhYMdJbEQdKCM/edit#gid=0,,
Enisa - La Dadi,Atlantic Records (Adam),WW Display,80000,0,,https://www.youtube.com/watch?v=Iz36ogU_qKs,5/29/2024,Complete,,,,,Yes,$700,Paid,https://docs.google.com/spreadsheets/d/1HDGH3QOYE9QDGYG5V75YSSAN-83jO293iXvuwVXCx3I/edit#gid=0,,
Enisa - La Dadi,Atlantic Records (Adam),ASIA Website,30000,0,,https://www.youtube.com/watch?v=Iz36ogU_qKs,5/29/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1HDGH3QOYE9QDGYG5V75YSSAN-83jO293iXvuwVXCx3I/edit#gid=0,,
"Leona Naess - You Won't Stop, You Don't Stop",Leona Naess,WW Display,25000,0,,https://www.youtube.com/watch?v=AyzxGSi4PnE&pp=ygULbGVvbmEgbmFlc3M%3D,5/29/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1gm6TlRfhlp6t8K6W4DAOOaY7phIXVOgml8sg6ApQF_U/edit#gid=0,,
Jaylanie - Favorite Eater,Jose Rojas,US Website Ads,100000,0,,https://youtu.be/ch_2IZkBK6g?si=5Bi92zU9nr4QqXPT,5/25/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/12fZLFzfsMHCl3oYKKPh-bJR2u3YHcZvoH5UJ5OdefYI/edit#gid=0,,
Nostalgix - Look At Me,Dim Mak,WW Display,40000,0,,https://www.youtube.com/watch?v=CcvtkzfDb5Y,5/25/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1POYtcRhO1kq4P1_jBKD3z7m4i0wG0rwAwU8v1vc8h1A/edit#gid=0,,
Nostalgix - Look At Me,Dim Mak,US Website Ads,15000,0,,https://www.youtube.com/watch?v=CcvtkzfDb5Y,5/25/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1POYtcRhO1kq4P1_jBKD3z7m4i0wG0rwAwU8v1vc8h1A/edit#gid=0,,
Ookay - NNTS,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=dsbuZ3vLIvE,5/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1uAdqOOmLMlaWIt9p5ZgHjf23KQikvbFh5dAdPcLCOyM/edit#gid=0,,
Ookay - NNTS,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=dsbuZ3vLIvE,5/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1uAdqOOmLMlaWIt9p5ZgHjf23KQikvbFh5dAdPcLCOyM/edit#gid=0,,
JSTJR - Bandra,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=pBkR0vHlYWU,5/17/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1Xy0PxQeSHF_UTJtvN_hNO2IC9Ybkps04yVeUogJGUy4/edit#gid=0,,
JSTJR - Bandra,Dim Mak,WW Display,25000,0,,https://www.youtube.com/watch?v=pBkR0vHlYWU,5/17/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1Xy0PxQeSHF_UTJtvN_hNO2IC9Ybkps04yVeUogJGUy4/edit#gid=0,,
AK2DAFACE - Still (US/KOR/JAP DISPLAY),AK2DAFACE,CUSTOM,33000,0,,TBD,5/16/2024,Cancelled,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1NsNJZQMnMbOcdByZ_tV01hqtOE5oENILZePT9p0TDnw/edit#gid=0,,
Dim Mak Miami 2024 ,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=tX4wDi7oEbE,5/16/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1R8JTVtUHyegwjgpeKw-FhGJHSo6h_8pinURnPWk2yVM/edit#gid=0,,
Dim Mak Miami 2024 ,Dim Mak,WW Display,40000,0,,https://www.youtube.com/watch?v=tX4wDi7oEbE,5/16/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1R8JTVtUHyegwjgpeKw-FhGJHSo6h_8pinURnPWk2yVM/edit#gid=0,,
Wale The Sage - WTF,Shalizi Group,WW Display,40000,0,,https://www.youtube.com/watch?v=2pJ4GrVY5cw,5/14/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1O4fl6RY9QH-h17OuT3f8ByqLWxfzsTs3Pypmj722l_U/edit#gid=0,,
Wale The Sage - WTF,Shalizi Group,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=2pJ4GrVY5cw,5/14/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1O4fl6RY9QH-h17OuT3f8ByqLWxfzsTs3Pypmj722l_U/edit#gid=0,,
Rowan Drake - Youth,Atlantic Records (Adam),WW Display,120000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$800,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,
Rowan Drake - Youth,Atlantic Records (Adam),WW Website Ads,20000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,
Rowan Drake - Youth,Atlantic Records (Adam),US Website Ads,50000,0,,https://www.youtube.com/watch?v=FSI2aU7MDG8,5/9/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1BTLTdDOEbCsIbAtRxNvrG3NRt8gKECqNUEAYOs-1IBA/edit#gid=0,,
4B - Bass Drop ,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$220,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,
4B - Bass Drop ,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,
4B - Bass Drop ,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=YBZFDxuvsI0,5/3/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/12P14M3zVxCsY9FrYPfeJq27W9vgtmaS4q4QDjFzNgYs/edit#gid=0,,
Cheyenne Giles - Little Luv,Dim Mak,US Website Ads,5000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,
Cheyenne Giles - Little Luv,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,
Cheyenne Giles - Little Luv,Dim Mak,WW Display,22000,0,,https://youtu.be/BnOfv1aQeV4,5/3/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/14cQjj5fm0v0GixnY0APFF6jM02V8ovOfqyPHubkpyBY/edit#gid=0,,
Planet Zuzy - Everywhere,Planet Zuzy,CUSTOM,500,0,,https://www.youtube.com/watch?v=i-c_ocnEfCo&feature=youtu.be,4/26/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1FoZ9U-qN6MptmjhtpFb0Jc6jI3Enp-ZN3WCT0RQ2V9s/edit#gid=0,,
Riggi & Piros - Step Up,Dim Mak,WW Display,22000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,
Riggi & Piros - Step Up,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,
Riggi & Piros - Step Up,Dim Mak,US Website Ads,5000,0,,https://youtu.be/EfEKojpPWWs,4/26/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/10T40YpMQ5qeo7S6jHi5bJqWdhBSgGW630XV0xmcg9X8/edit#gid=0,,
shant singh and broken blythe - no sunshine,Phuture Collective,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=b3DypFHdjUc,4/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1i5vRFFrrunVolstcc5739u37BmMPzeyzptfKvqRK-Gs/edit#gid=0,,
shant singh and broken blythe - no sunshine,Phuture Collective,WW Display,10000,0,,https://www.youtube.com/watch?v=b3DypFHdjUc,4/25/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1i5vRFFrrunVolstcc5739u37BmMPzeyzptfKvqRK-Gs/edit#gid=0,,
Wurme & GONE ASTRAY & KELIZA - Fading ,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=IrSHIKlqRu4,4/25/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1vmXrpanH0aWjVs545iFjEfa7hMdI66H-nm4dnhk-ZI0/edit#gid=0,,
Dr Phunk & DJ Mii - Let's Dance Tonight,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,
Dr Phunk & DJ Mii - Let's Dance Tonight,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,
Dr Phunk & DJ Mii - Let's Dance Tonight,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=WOHXG_mn8Eo,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1wPRssO6rVvld0Xwz-gzMCL6zdIpHU1ZkT8UvO1Axo0E/edit#gid=0,,
JSTJR - Attitude,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1jzlaMnRDf2vWlP6KvG7kNxpvxrYmSly4r0mDF9N0-F4/edit#gid=0,,
JSTJR - Attitude,Dim Mak,US Website Ads,5000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1Mur1GyGonzNj0pBryWMzDDmBNqOjOJD3KIMUDFRVEVU/edit,,
JSTJR - Attitude,Dim Mak,WW Display,22000,0,,https://youtu.be/RkiOAbOY-sY,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Mur1GyGonzNj0pBryWMzDDmBNqOjOJD3KIMUDFRVEVU/edit,,
Le Twins - A Little Techno,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,
Le Twins - A Little Techno,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,
Le Twins - A Little Techno,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=e6gmpTT2qMU,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1wCcjc4T2fmDB_TnnzwTyYXhmw5NRNDzRyHL0hPLhW1Y/edit#gid=0,,
Mike Mangione - Gone Once Again,Dolo,WW Display,25000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,
Mike Mangione - Gone Once Again,Dolo,WW Website Ads,20000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,
Mike Mangione - Gone Once Again,Dim Mak,US Website Ads,5000,0,,https://youtu.be/-XsUO9ys7uI?si=YIwrxqe26LZVA3-w,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,
Ookay - By Myself,Dim Mak,US Website Ads,5000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,
Ookay - By Myself,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,
Ookay - By Myself,Dim Mak,WW Display,22000,0,,https://youtu.be/rVTIxvmdm00,4/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1blBixxr1t3kAnzw5OSMtl9CK-Lc1BpyYi3l-1eW10KY/edit#gid=0,,
Neyvo - Feel Alive,Neyvo,WW Display,10000,0,,https://www.youtube.com/watch?v=y3i4fDIU_rg,4/19/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1dEe-hQkfxpSVSHNa-yUu4OI9R_GvzRe_IaoCoUlZhMg/edit#gid=0,,
Leona Naess - Karma's Comet Remix,Leona Naess,EUR Display,10000,0,,https://www.youtube.com/watch?v=AdAFGsJs2-A,4/18/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1TzLs-YLZsb8airzaO2VrmERMB-TH-b2kys4gQgk7MHY/edit#gid=0,,
Leona Naess - Karma's Comet Remix,Leona Naess,WW Website Ads,25000,0,,https://www.youtube.com/watch?v=AdAFGsJs2-A,4/18/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1TzLs-YLZsb8airzaO2VrmERMB-TH-b2kys4gQgk7MHY/edit#gid=0,,
A-money$ - See It Through,Priime,WW Website Ads,25000,0,,https://youtu.be/O0OBVHnrhZM?si=TXYQnBIO-iftFtmq,4/10/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1SJpQK7jzEN-0mF5SnqEhaNanylTSuCRsN1tmSUuPif4/edit#gid=0,,
Jason Derulo - Spicy Margarita,Atlantic Records (Kyle),US Website Ads,100000,0,,https://youtu.be/HQdeG7-x9vY?feature=shared,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1BPO9_mSM7UXio78D9_tJPZAEZ2Q0LyuItv-2V8tncds/edit#gid=0,,
Jason Derulo - Spicy Margarita,Atlantic Records (Kyle),WW Skip,1000000,0,,https://youtu.be/HQdeG7-x9vY?feature=shared,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1BPO9_mSM7UXio78D9_tJPZAEZ2Q0LyuItv-2V8tncds/edit#gid=0,,
Wacotron - On The Flo,Shalizi Group,WW Display,120000,0,,https://www.youtube.com/watch?v=agydh3gHzMQ,4/9/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1PttXW8aT8m0GEmUKKJYsK6D2u5bX2lsxPEI7FHLE054/edit#gid=0,,
Wacotron - On The Flo,Shalizi Group,US Website Ads,40000,0,,https://www.youtube.com/watch?v=agydh3gHzMQ,4/9/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1PttXW8aT8m0GEmUKKJYsK6D2u5bX2lsxPEI7FHLE054/edit#gid=0,,
BRKLYN - Get Back The Love ,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,
BRKLYN - Get Back The Love ,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,
BRKLYN - Get Back The Love ,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=saPjAq7xDzQ,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ef-FdXQrEVcpZMVjhcVU-SO8rQsvFC3NWlOeyBZiZ8k/edit,,
Los Padres & MARE - Corazon,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,
Los Padres & MARE - Corazon,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,
Los Padres & MARE - Corazon,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=UC3RDC9T4mg,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WqkCKMBQGgesf1LV_ME61T9odUCbSCa_ohNWuBlnMgg/edit,,
Saint Punk - Badman Calling,Dim Mak,WW Display,22000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,
Saint Punk - Badman Calling,Dim Mak,US Website Ads,5000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,
Saint Punk - Badman Calling,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/nWxk4LnnSpA,4/5/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ApDWNCSMDpGM6onEATS2aEKgkFnzUCFcazcTUZkkLug/edit,,
